,Property Address,Property City,Sale Price,Latitude,Longitude,Restaurants,Supermarkets,Liquor Store,Schools,Churches,Convenience_Store,Drugstore,Fire_Station,Hospital,Bar
730,502  SCHOLARSHIP  DR,NASHVILLE,$499.0k,36.1500245,-86.879365,,,,,,20,7,6,20,20
731,925  ALLEN  RD,NASHVILLE,$325.0k,36.1500094,-86.6627021,,,,,,20,6,3,13,20
732,6123 A  HENRY FORD  DR,NASHVILLE,$593.0k,36.1499518,-86.8786944,,,,,,20,7,6,20,20
733,3316  NEVADA  AVE,NASHVILLE,$450.0k,36.149811,-86.8258975,,,,,,20,20,13,20,20
734,1201 B  SIGLER  ST,NASHVILLE,$1252.5k,36.1496779,-86.786835,,,,,,20,9,4,20,20
735,5103  ELKINS  AVE,NASHVILLE,$625.0k,36.1496775,-86.8493125,,,,,,20,13,10,20,20
736,806  18TH  AVE S,NASHVILLE,$280.0k,36.1496673,-86.794138,,,,,,19,7,2,20,20
737,725  14TH  AVE S,NASHVILLE,$578.3k,36.149626,-86.7886235,,,,,,20,9,4,20,20
738,4010  NEVADA  AVE,NASHVILLE,$507.0k,36.1495361,-86.8347605,,,,,,20,18,10,20,20
739,49  DONELSON  ST,NASHVILLE,$190.0k,36.1491751,-86.7551332,,,,,,20,20,11,20,20
740,1210 C HAWKINS  ST,NASHVILLE,$950.0k,36.149138,-86.7861272,,,,,,20,9,4,20,20
741,4810  NEVADA  AVE,NASHVILLE,$1350.0k,36.1488468,-86.8456215,,,,,,20,14,9,20,20
742,2325  ELLISTON  PL,NASHVILLE,$287.0k,36.1487279,-86.8066167,,,,,,19,7,1,20,20
743,900  20TH  AVE S,NASHVILLE,$445.0k,36.1486076,-86.7973168,,,,,,18,7,3,20,20
744,900  20TH  AVE S,NASHVILLE,$450.0k,36.1486076,-86.7973168,,,,,,18,7,3,20,20
745,900  20TH  AVE S,NASHVILLE,$605.0k,36.1486076,-86.7973168,,,,,,18,7,3,20,20
746,5007  NEVADA  AVE,NASHVILLE,$700.0k,36.1482229,-86.8477334,,,,,,20,13,10,20,20
747,418 A W BEND  DR,NASHVILLE,$689.9k,36.148142,-86.8705493,,,,,,20,7,7,20,20
748,419 B  AMERICAN  RD,NASHVILLE,$695.0k,36.1473032,-86.8741542,,,,,,20,7,6,20,20
749,407  NORMANDY  CIR,NASHVILLE,$440.0k,36.147179,-86.826137,,,,,,20,20,12,20,20
750,2006  26TH  AVE S,NASHVILLE,$589.0k,36.1471439,-86.8103687,,,,,,17,7,2,20,20
751,2289   SEVEN POINTS  CIR,HERMITAGE,$483.9k,36.1468861,-86.5756656,,,,,,14,2,0,9,5
752,915  15TH  AVE S,NASHVILLE,$600.0k,36.1467897,-86.7903505,,,,,,20,8,3,20,20
753,5005   HARBOR RESERVE  CV,HERMITAGE,$480.7k,36.1467558,-86.5753848,,,,,,13,2,0,9,5
754,421  NORMANDY  CIR,NASHVILLE,$436.0k,36.146431,-86.826281,,,,,,20,20,12,20,20
755,42   TRIMBLE  ST,NASHVILLE,$499.9k,36.1463373,-86.7599523,,,,,,20,20,12,20,20
756,207  SENTINEL  DR,NASHVILLE,$510.0k,36.1463351,-86.834339,,,,,,20,18,11,20,20
757,5105  IDAHO  AVE,NASHVILLE,$450.0k,36.1461404,-86.8491106,,,,,,20,12,9,20,20
758,340  NORMANDY  CIR,NASHVILLE,$525.0k,36.146075,-86.825282,,,,,,20,20,13,20,20
759,4602 B WYOMING  AVE,NASHVILLE,$435.0k,36.1457486,-86.8424188,,,,,,20,15,9,20,20
760,3000  POSTON  AVE,NASHVILLE,$807.0k,36.1455775,-86.8153797,,,,,,14,6,2,20,20
761,3000  POSTON  AVE,NASHVILLE,$1045.0k,36.1455775,-86.8153797,,,,,,14,6,2,20,20
762,328  NORMANDY  CIR,NASHVILLE,$470.0k,36.145517,-86.825539,,,,,,20,20,13,20,20
763,3100   BELWOOD  ST,NASHVILLE,$1875.0k,36.1454274,-86.8172289,,,,,,12,5,2,20,20
764,3100   BELWOOD  ST,NASHVILLE,$1875.0k,36.1454274,-86.8172289,,,,,,12,5,2,20,20
765,3100   BELWOOD  ST,NASHVILLE,$1875.0k,36.1454274,-86.8172289,,,,,,12,5,2,20,20
766,6038   HILL  CIR,NASHVILLE,$1270.0k,36.1451862,-86.8678049,,,,,,20,9,7,20,20
767,205  31ST  AVE N,NASHVILLE,$495.0k,36.1448856,-86.8167778,,,,,,11,5,2,20,20
768,1008   11TH  AVE S,NASHVILLE,$125.0k,36.1448559,-86.7846695,,,,,,20,7,4,20,20
769,143  42ND  AVE N,NASHVILLE,$260.0k,36.1448068,-86.8370741,,,,,,20,16,10,20,20
770,3119  BELWOOD  ST,NASHVILLE,$840.0k,36.1447845,-86.8185627,,,,,,14,4,2,20,20
771,117  30TH  AVE N,NASHVILLE,$326.5k,36.14472,-86.8153263,,,,,,15,6,2,20,20
772,555  LOCKWOOD  DR,NASHVILLE,$267.5k,36.1446665,-86.6717915,,,,,,20,8,3,12,20
773,515  BELLMORE  PL,NASHVILLE,$335.0k,36.1446581,-86.8621239,,,,,,20,9,7,20,20
774,4202  UTAH  AVE,NASHVILLE,$685.0k,36.1446403,-86.8371917,,,,,,20,16,10,20,20
775,16  SHEPARD  ST,NASHVILLE,$165.0k,36.1446102,-86.7612581,,,,,,20,20,12,20,20
776,1101  18TH  AVE S,NASHVILLE,$300.0k,36.1445985,-86.79607,,,,,,20,7,3,20,20
777,4309  UTAH  AVE,NASHVILLE,$715.0k,36.1443042,-86.838917,,,,,,20,16,10,20,20
778,1409 B TREMONT  ST,NASHVILLE,$810.0k,36.1440167,-86.7913833,,,,,,20,7,3,20,20
779,3116   WEST END  CIR,NASHVILLE,$330.0k,36.1439884,-86.8189157,,,,,,14,4,2,20,20
780,3116   WEST END  CIR,NASHVILLE,$460.0k,36.1439884,-86.8189157,,,,,,14,4,2,20,20
781,6510  THUNDERBIRD  DR,NASHVILLE,$390.0k,36.1439178,-86.8841836,,,,,,20,9,6,20,20
782,119   MASON  AVE,NASHVILLE,$625.0k,36.1438716,-86.8195706,,,,,,14,4,2,20,20
783,806   OLYMPIC  ST,NASHVILLE,$374.9k,36.1438572,-86.7797717,,,,,,20,20,15,20,20
784,806   OLYMPIC  ST,NASHVILLE,$319.9k,36.1438572,-86.7797717,,,,,,20,20,15,20,20
785,4009  UTAH  AVE,NASHVILLE,$790.0k,36.14377,-86.833485,,,,,,20,16,11,20,20
786,3210  LONG  BLVD,NASHVILLE,$550.0k,36.143703,-86.821046,,,,,,14,4,4,20,20
787,1518  EDGEHILL  AVE,NASHVILLE,$600.0k,36.1435584,-86.792409,,,,,,20,7,3,20,20
788,128  ACKLEN PARK  DR,NASHVILLE,$380.0k,36.14334,-86.820239,,,,,,14,4,4,20,20
789,4703  NEBRASKA  AVE,NASHVILLE,$1151.5k,36.1430217,-86.8433476,,,,,,20,15,10,20,20
790,3535  BELL  RD,NASHVILLE,$215.0k,36.1429106,-86.6257191,,,,,,20,4,0,15,20
791,1205  14TH  AVE S,NASHVILLE,$385.0k,36.1424924,-86.7897618,,,,,,20,6,3,20,20
792,201  ACKLEN PARK  DR,NASHVILLE,$185.0k,36.1424015,-86.8213234,,,,,,9,2,4,20,20
793,4100  COLORADO  AVE,NASHVILLE,$590.0k,36.1423522,-86.8356232,,,,,,20,16,10,20,20
794,3315  LONG  BLVD,NASHVILLE,$260.0k,36.141923,-86.821933,,,,,,9,2,4,20,20
795,1225  17TH  AVE S,NASHVILLE,$1400.0k,36.1416577,-86.795021,,,,,,20,8,4,20,20
796,72 A NANCE  LN,NASHVILLE,$425.0k,36.1415908,-86.7494127,,,,,,20,17,10,20,20
797,208  FAIRMONT  CT,NASHVILLE,$370.0k,36.1414632,-86.8206207,,,,,,9,3,4,20,20
798,4109 A  MURPHY  RD,NASHVILLE,$970.0k,36.1406433,-86.8367165,,,,,,20,16,10,20,20
799,4109 B  MURPHY  RD,NASHVILLE,$970.0k,36.1406433,-86.8367165,,,,,,20,16,10,20,20
800,1210  QUAIL  RD,NASHVILLE,$206.0k,36.139714,-86.637493,,,,,,20,4,1,14,20
801,313 A GREENWAY  AVE,NASHVILLE,$750.0k,36.1389283,-86.8254583,,,,,,20,20,11,20,20
802,3415  WEST END  AVE,NASHVILLE,$210.0k,36.1379684,-86.8197198,,,,,,7,1,5,20,20
803,3415  WEST END  AVE,NASHVILLE,$328.0k,36.1379684,-86.8197198,,,,,,7,1,5,20,20
804,6473  FLEETWOOD  DR,NASHVILLE,$791.5k,36.1378118,-86.8743501,,,,,,20,9,6,20,20
805,3536  CENTRAL  AVE,NASHVILLE,$1530.0k,36.137456,-86.8259955,,,,,,20,19,11,20,20
806,1706  18TH  AVE S,NASHVILLE,$320.0k,36.1374,-86.7964865,,,,,,20,6,4,20,20
807,1706  18TH  AVE S,NASHVILLE,$410.0k,36.1374,-86.7964865,,,,,,20,6,4,20,20
808,1706  18TH  AVE S,NASHVILLE,$439.0k,36.1374,-86.7964865,,,,,,20,6,4,20,20
809,1013  ARGYLE  AVE,NASHVILLE,$500.0k,36.137359,-86.7853056,,,,,,17,4,3,20,20
810,6680  CHARLOTTE  PIKE,NASHVILLE,$161.0k,36.1373046,-86.8850259,,,,,,20,9,5,20,20
811,1009  ARGYLE  AVE,NASHVILLE,$500.0k,36.1372792,-86.7850516,,,,,,17,4,3,20,20
812,1005  ARGYLE  AVE,NASHVILLE,$500.0k,36.1372729,-86.7848161,,,,,,18,5,3,20,20
813,1001  ARGYLE  AVE,NASHVILLE,$500.0k,36.1372252,-86.7846198,,,,,,17,5,3,20,20
814,1823  WEDGEWOOD  AVE,NASHVILLE,$252.5k,36.1371016,-86.7976892,,,,,,20,6,4,20,20
815,1825  WEDGEWOOD  AVE,NASHVILLE,$189.9k,36.1371016,-86.7976892,,,,,,20,6,4,20,20
816,1802  NATCHEZ  TRCE,NASHVILLE,$945.0k,36.1369445,-86.8107774,,,,,,10,5,2,20,20
