,Property Address,Property City,Sale Price,Latitude,Longitude,Restaurants,Supermarkets,Liquor Store,Schools,Churches,Convenience_Store,Drugstore,Fire_Station,Hospital,Bar
0,1100  CHEYENNE  CIR,MADISON,$304.0k,36.2524142,-86.670697,,,,,,20,8,2,2,20
1,3450  GREER  RD,GOODLETTSVILLE,$405.0k,36.3835361,-86.7832459,,,,,,5,2,0,0,0
2,8565  WHITES CREEK  PIKE,JOELTON,$666.5k,36.3811685,-86.8945705,,,,,,2,0,0,0,0
3,8560  COOPERTOWN  RD,JOELTON,$620.0k,36.38081,-86.9061216,,,,,,5,0,0,0,0
4,8409  RILEY ADCOCK  RD,JOELTON,$227.5k,36.372914,-86.883644,,,,,,1,0,0,1,0
5,7840  WHITES CREEK  PIKE,JOELTON,$575.0k,36.3553598,-86.8780549,,,,,,6,1,1,1,1
6,3560  BAXTER  RD,JOELTON,$805.0k,36.3527869,-86.8850078,,,,,,9,1,1,1,1
7,7564  BIDWELL  RD,JOELTON,$313.5k,36.3436573,-86.8932319,,,,,,9,1,1,1,1
8,208 A SWIFT  DR,GOODLETTSVILLE,$333.0k,36.3354895,-86.7203211,,,,,,20,8,4,5,13
9,109  SWIFT  DR,GOODLETTSVILLE,$350.0k,36.3345218,-86.7194276,,,,,,20,9,4,5,13
10,2189  UNION HILL  RD,GOODLETTSVILLE,$128.0k,36.3324885,-86.8156884,,,,,,5,1,0,0,0
11,1414  UNION HILL  RD,GOODLETTSVILLE,$65.0k,36.332397,-86.772744,,,,,,1,0,0,0,0
12,104  DORR  DR,GOODLETTSVILLE,$442.5k,36.3323843,-86.7215568,,,,,,20,9,4,5,14
13,7253  BIDWELL  RD,JOELTON,$435.0k,36.3297118,-86.8870824,,,,,,9,1,1,1,1
14,956   FANCHER  LN,JOELTON,$424.2k,36.3291288,-86.8738712,,,,,,5,1,1,1,1
15,972   FANCHER  LN,JOELTON,$244.1k,36.3291288,-86.8738712,,,,,,5,1,1,1,1
16,813   TWIN FALLS  DR,JOELTON,$244.1k,36.328067,-86.871925,,,,,,5,1,1,1,1
17,817   TWIN FALLS  DR,JOELTON,$244.1k,36.328059,-86.872174,,,,,,5,1,1,1,1
18,0  BRICK CHURCH  PIKE,GOODLETTSVILLE,$2400.0k,36.3266604,-86.7227187,,,,,,20,9,4,6,14
19,305  MONCRIEF  AVE,GOODLETTSVILLE,$347.0k,36.3241041,-86.7179996,,,,,,20,9,4,6,14
20,6360  EATONS CREEK  RD,JOELTON,$319.9k,36.3206868,-86.873669,,,,,,10,2,1,1,2
21,636   EXMOOR  DR,GOODLETTSVILLE,$311.5k,36.318942,-86.720421,,,,,,20,9,4,6,14
22,632   EXMOOR  DR,GOODLETTSVILLE,$275.1k,36.3188665,-86.7204124,,,,,,20,9,4,6,14
23,628   EXMOOR  DR,GOODLETTSVILLE,$277.0k,36.3187911,-86.7204111,,,,,,20,9,4,6,14
24,624   EXMOOR  DR,GOODLETTSVILLE,$273.0k,36.3187345,-86.7204124,,,,,,20,9,4,6,14
25,620   EXMOOR  DR,GOODLETTSVILLE,$306.7k,36.318678,-86.720416,,,,,,20,9,4,6,14
26,616   EXMOOR  DR,GOODLETTSVILLE,$317.8k,36.318598,-86.720424,,,,,,20,9,4,6,14
27,428  S DOWNS  CIR,GOODLETTSVILLE,$324.7k,36.3182696,-86.718056,,,,,,20,9,4,6,14
28,227  S DOWNS  CIR,GOODLETTSVILLE,$359.0k,36.3178235,-86.7183988,,,,,,20,9,4,6,14
29,124  CANTON  CT,GOODLETTSVILLE,$301.2k,36.3177733,-86.6942226,,,,,,20,10,6,7,18
30,128  BUCKINGHAM  CT,GOODLETTSVILLE,$350.0k,36.3166753,-86.6923644,,,,,,20,10,6,7,19
31,200  ROSEHILL  DR,GOODLETTSVILLE,$400.0k,36.3155555,-86.7178031,,,,,,20,9,4,6,16
32,120  HABERSHAM  CT,GOODLETTSVILLE,$210.0k,36.3149349,-86.6932752,,,,,,20,10,6,7,19
33,409  ROSEHILL  DR,GOODLETTSVILLE,$405.0k,36.3145991,-86.7277565,,,,,,20,9,4,6,15
34,107  AINTREE  CT,GOODLETTSVILLE,$330.0k,36.3141831,-86.6901817,,,,,,20,9,5,7,20
35,111  DORCHESTER  CT,GOODLETTSVILLE,$330.0k,36.3138061,-86.6942355,,,,,,20,9,6,7,20
36,113  BROCKHAMPTON  CT,GOODLETTSVILLE,$323.0k,36.3132657,-86.6944881,,,,,,20,9,6,7,20
37,6125  CLARKSVILLE  PIKE,JOELTON,$380.0k,36.3126127,-86.8834002,,,,,,10,2,1,1,2
38,525  DONALD  AVE,GOODLETTSVILLE,$265.0k,36.3107055,-86.7121425,,,,,,20,10,4,6,17
39,4741  BRICK CHURCH  PIKE,GOODLETTSVILLE,$2400.0k,36.3083311,-86.7829122,,,,,,8,2,1,0,0
40,4733  BRICK CHURCH  PIKE,GOODLETTSVILLE,$2400.0k,36.307765,-86.7838809,,,,,,8,2,1,0,0
41,4729  BRICK CHURCH  PIKE,GOODLETTSVILLE,$2400.0k,36.3075272,-86.7844824,,,,,,7,1,1,0,0
42,4725  BRICK CHURCH  PIKE,GOODLETTSVILLE,$2400.0k,36.3075223,-86.7850908,,,,,,7,1,1,0,0
43,1284  HITT  LN,GOODLETTSVILLE,$3650.0k,36.305723,-86.729004,,,,,,20,12,4,7,17
44,4671   BRICK CHURCH  PIKE,GOODLETTSVILLE,$2400.0k,36.3051944,-86.7841771,,,,,,11,3,1,1,0
45,2424  MANSKER  DR,MADISON,$260.0k,36.3046742,-86.6728932,,,,,,20,10,5,10,20
46,935  OLD DICKERSON  PIKE,GOODLETTSVILLE,$356.5k,36.3012242,-86.7304978,,,,,,20,13,5,7,18
47,127  DRAPER  DR,GOODLETTSVILLE,$450.0k,36.300904,-86.7156804,,,,,,20,12,5,6,19
48,286   COBBLESTONE PLACE  DR,GOODLETTSVILLE,$228.5k,36.3005202,-86.7090072,,,,,,20,12,5,6,19
49,163   COBBLESTONE PLACE  DR,GOODLETTSVILLE,$250.0k,36.3004627,-86.7075434,,,,,,20,12,5,6,20
50,136   COBBLESTONE PLACE  DR,GOODLETTSVILLE,$254.1k,36.2998318,-86.7081036,,,,,,20,13,5,6,20
51,1900  SPRING BRANCH  DR,MADISON,$380.0k,36.2945696,-86.6929937,,,,,,20,13,7,8,20
52,6123  MARROWBONE LAKE  RD,JOELTON,$214.5k,36.2945412,-86.9208362,,,,,,5,1,1,1,2
53,369  SOLITUDE  CIR,GOODLETTSVILLE,$368.0k,36.2944384,-86.7376494,,,,,,20,14,5,6,19
54,4948  INDIAN SUMMER  DR,NASHVILLE,$341.0k,36.2900843,-86.7863862,,,,,,10,2,1,1,0
55,4924  INDIAN SUMMER  DR,NASHVILLE,$395.0k,36.289632,-86.784822,,,,,,11,3,1,1,0
56,4605  SETTER  CT,NASHVILLE,$471.2k,36.2881416,-86.7833636,,,,,,11,3,1,1,0
57,4368  SUMMERTIME  DR,NASHVILLE,$290.0k,36.2840477,-86.7898502,,,,,,10,2,1,1,0
58,1605  AUTUMN RIDGE  DR,NASHVILLE,$349.9k,36.283515,-86.7875638,,,,,,10,3,1,1,0
59,1315  HUNTERS  LN,NASHVILLE,$390.0k,36.2830927,-86.7566036,,,,,,20,10,2,11,6
60,1023  WOODS LAKE  DR,MADISON,$255.0k,36.2827848,-86.7230757,,,,,,20,16,5,12,20
61,1349  APPLE VALLEY  RD,MADISON,$283.0k,36.2827433,-86.7096157,,,,,,20,15,5,8,20
62,4209  WINTERBROOK  RD,NASHVILLE,$190.0k,36.2823927,-86.7867395,,,,,,10,3,1,1,0
63,1102   PALMER  AVE,MADISON,$85.0k,36.2800399,-86.7037688,,,,,,20,14,5,7,20
64,813  REDFERN  CT,MADISON,$144.0k,36.2756496,-86.7065991,,,,,,20,14,3,6,20
65,541   SARVER  AVE,MADISON,$343.0k,36.2746388,-86.7024684,,,,,,20,13,3,6,20
66,532   SARVER  AVE,MADISON,$345.9k,36.2746388,-86.7024684,,,,,,20,13,3,6,20
67,505  AMQUIWOOD  CT,MADISON,$295.0k,36.2740471,-86.71684,,,,,,20,14,3,12,20
68,1416  SIXPENCE  PL,MADISON,$337.5k,36.2727859,-86.717921,,,,,,20,14,2,13,20
69,304   ENSLEY  AVE,OLD HICKORY,$282.0k,36.2717422,-86.6645942,,,,,,20,10,4,5,20
70,319  SCALF  DR,MADISON,$236.9k,36.2711412,-86.6925043,,,,,,20,12,2,5,20
71,329  ARCHWOOD  DR,MADISON,$229.9k,36.2705484,-86.6877077,,,,,,20,12,1,4,20
72,329  ARCHWOOD  DR,MADISON,$239.0k,36.2705484,-86.6877077,,,,,,20,12,1,4,20
73,505  COLONY TRACE  CT,MADISON,$192.0k,36.26979,-86.721991,,,,,,20,14,2,13,19
74,257  MAYFLOWER  LN N,MADISON,$224.0k,36.2697386,-86.7234057,,,,,,20,14,2,13,19
75,1018  HERITAGE  DR,MADISON,$175.0k,36.2692259,-86.723501,,,,,,20,13,2,13,19
76,118  RAYON  DR,OLD HICKORY,$260.0k,36.2691766,-86.6642288,,,,,,20,11,4,5,20
77,208  RAYON  DR,OLD HICKORY,$289.9k,36.2691266,-86.6653729,,,,,,20,11,3,5,20
78,1038  HERITAGE  DR,MADISON,$190.0k,36.268459,-86.72242,,,,,,20,13,3,13,19
79,4009  OXBOW  DR,NASHVILLE,$305.0k,36.2684163,-86.7627112,,,,,,20,13,3,11,8
80,253  LOVELL  ST,MADISON,$205.0k,36.2682523,-86.7069137,,,,,,20,15,2,12,20
81,112  DUPONT  AVE,MADISON,$275.0k,36.2664895,-86.709764,,,,,,20,14,3,12,20
82,119  LARCHMONT  DR,MADISON,$282.0k,36.2654702,-86.6888641,,,,,,20,12,1,5,20
83,314  MCKENZIE  PASS,MADISON,$238.0k,36.2651147,-86.6932395,,,,,,20,12,2,5,20
84,2336   PATRICK  AVE,OLD HICKORY,$264.0k,36.2651036,-86.6619251,,,,,,20,8,3,5,18
85,2338   PATRICK  AVE,OLD HICKORY,$239.6k,36.2648925,-86.662045,,,,,,20,8,3,5,18
86,2340   PATRICK  AVE,OLD HICKORY,$236.8k,36.2648657,-86.6620147,,,,,,20,8,3,5,18
87,2344   PATRICK  AVE,OLD HICKORY,$239.6k,36.2647887,-86.6619383,,,,,,20,8,3,5,17
88,2346   PATRICK  AVE,OLD HICKORY,$264.3k,36.2647555,-86.6619051,,,,,,20,8,3,5,17
89,306  OLD HICKORY  BLVD,MADISON,$150.0k,36.2643446,-86.7163798,,,,,,20,13,3,13,20
90,300  OLD HICKORY  BLVD,MADISON,$150.0k,36.2643345,-86.7162508,,,,,,20,13,3,13,20
91,3910  BRICK CHURCH  PIKE,NASHVILLE,$2400.0k,36.263205,-86.778257,,,,,,20,7,2,11,3
92,308  KEMPER  DR S,MADISON,$420.0k,36.2627569,-86.749848,,,,,,20,13,4,11,9
93,429  MAPLE  ST,MADISON,$311.5k,36.2620377,-86.7040828,,,,,,20,14,3,12,20
94,4349  DRY FORK  RD,WHITES CREEK,$25.0k,36.2618115,-86.8533442,,,,,,6,1,0,0,1
95,1123  BUBBLING WELL  RD,MADISON,$60.0k,36.2611172,-86.6829641,,,,,,20,11,2,5,20
96,124  RHINE  DR,MADISON,$348.0k,36.2609984,-86.7404915,,,,,,20,15,4,11,11
97,1001  BIRDSALL  ST,OLD HICKORY,$460.0k,36.2606962,-86.644223,,,,,,15,3,1,3,10
98,1005  ELLISTON  ST,OLD HICKORY,$231.6k,36.2603986,-86.6494781,,,,,,16,3,1,3,9
99,232  ELM  ST,MADISON,$167.0k,36.2603971,-86.709076,,,,,,20,13,3,13,20
100,620  FOREST PARK  CT,MADISON,$285.0k,36.2591561,-86.7054982,,,,,,20,13,4,12,20
101,240  WARRIOR  RD,MADISON,$239.0k,36.2588078,-86.6820987,,,,,,20,10,2,5,20
102,1204  BERRY  ST,OLD HICKORY,$300.0k,36.2587754,-86.6504622,,,,,,15,3,1,3,8
103,2512   SOLOMON  LN,NASHVILLE,$304.4k,36.2586327,-86.7703293,,,,,,20,9,3,11,5
104,2633   COFFENBERRY  LN,NASHVILLE,$337.9k,36.2586201,-86.7694086,,,,,,20,9,3,11,6
105,2629   COFFENBERRY  LN,NASHVILLE,$368.5k,36.2586201,-86.7694086,,,,,,20,9,3,11,6
106,2625   COFFENBERRY  LN,NASHVILLE,$358.1k,36.2586201,-86.7694086,,,,,,20,9,3,11,6
107,2613   COFFENBERRY  LN,NASHVILLE,$382.5k,36.2586201,-86.7694086,,,,,,20,9,3,11,6
108,2605   COFFENBERRY  LN,NASHVILLE,$362.9k,36.2586201,-86.7694086,,,,,,20,9,3,11,6
109,323  FOREST PARK  RD,MADISON,$95.0k,36.2586199,-86.7008609,,,,,,20,11,4,11,20
110,1209  BRYAN  ST,OLD HICKORY,$221.1k,36.2584423,-86.650659,,,,,,15,3,1,2,8
111,1205  CLARKE  ST,OLD HICKORY,$312.0k,36.2581061,-86.645024,,,,,,16,3,1,2,7
112,1340  BELLSHIRE TERRACE  DR,NASHVILLE,$165.0k,36.257906,-86.7663842,,,,,,20,11,3,11,7
113,1805  BELLE ARBOR  DR,NASHVILLE,$328.0k,36.2577079,-86.7760813,,,,,,20,7,1,11,3
114,1821  BELLE ARBOR  DR,NASHVILLE,$341.5k,36.2576043,-86.7753746,,,,,,20,8,2,11,3
115,1305  DEBOW  ST,OLD HICKORY,$287.0k,36.2570395,-86.648927,,,,,,16,3,1,1,6
116,1334   HAVENBROOK  DR,NASHVILLE,$280.0k,36.2566171,-86.7722287,,,,,,20,9,2,11,5
117,324  HARRINGTON  AVE,MADISON,$215.0k,36.2565581,-86.7081133,,,,,,20,13,4,13,20
118,1401  ELLISTON  ST,OLD HICKORY,$345.0k,36.2563365,-86.6495175,,,,,,15,3,1,1,6
119,1400  HADLEY  AVE,OLD HICKORY,$316.0k,36.2562525,-86.648077,,,,,,16,3,1,1,6
120,212  NEELYS BEND  RD,MADISON,$285.0k,36.255733,-86.7118673,,,,,,20,15,5,12,20
121,2001  CHADWELL OVERLOOK  DR,MADISON,$320.0k,36.255134,-86.7402819,,,,,,20,14,4,11,11
122,1701  WESTCHESTER  DR,NASHVILLE,$28.0k,36.254534,-86.7710029,,,,,,20,9,2,11,6
123,704  GILEAD  CT,MADISON,$335.0k,36.2543485,-86.6739161,,,,,,20,9,2,2,20
124,405  RANDY  RD,MADISON,$220.0k,36.2538644,-86.6930829,,,,,,20,9,3,4,20
125,767  MADISON  BLVD,MADISON,$245.0k,36.2529629,-86.7073265,,,,,,20,12,3,12,20
126,834  GALLAVISTA  AVE,MADISON,$200.0k,36.2521762,-86.711828,,,,,,20,15,5,12,20
127,1024  TREASURE REEF,MADISON,$300.0k,36.2514998,-86.6765127,,,,,,20,8,2,2,20
128,2700   THORNTON GROVE  BLVD,NASHVILLE,$313.1k,36.2514017,-86.781721,,,,,,20,8,2,11,7
129,2660   THORNTON GROVE  BLVD,NASHVILLE,$313.1k,36.251391,-86.78129,,,,,,20,8,2,11,7
130,1744  MERRITT  ST,OLD HICKORY,$258.0k,36.2513792,-86.6584519,,,,,,16,4,2,1,11
131,828  NEELYS BEND  RD,MADISON,$450.0k,36.251311,-86.692105,,,,,,20,9,3,4,20
132,2673   THORNTON GROVE  BLVD,NASHVILLE,$291.5k,36.251194,-86.781532,,,,,,20,8,2,11,7
133,2665   THORNTON GROVE  BLVD,NASHVILLE,$313.1k,36.251036,-86.781227,,,,,,20,8,2,11,7
134,906  CHEYENNE TRACE  CT,MADISON,$274.3k,36.2509964,-86.6698046,,,,,,20,8,2,1,20
135,2525   THORNTON GROVE  BLVD,NASHVILLE,$388.6k,36.250907,-86.7783161,,,,,,20,8,2,11,7
136,2620   THORNTON GROVE  BLVD,NASHVILLE,$329.5k,36.250903,-86.779651,,,,,,20,8,2,11,7
137,2645   THORNTON GROVE  BLVD,NASHVILLE,$313.1k,36.250803,-86.780419,,,,,,20,8,2,11,7
138,2633   THORNTON GROVE  BLVD,NASHVILLE,$345.4k,36.2506616,-86.7798346,,,,,,20,8,2,11,7
139,4861  CLARKSVILLE  PIKE,WHITES CREEK,$65.0k,36.2499577,-86.8396854,,,,,,13,1,0,1,2
140,2935   WINTERBERRY  DR,NASHVILLE,$280.0k,36.2493923,-86.7808922,,,,,,20,8,2,11,7
141,2935   WINTERBERRY  DR,NASHVILLE,$274.4k,36.2493923,-86.7808922,,,,,,20,8,2,11,7
142,2935   WINTERBERRY  DR,NASHVILLE,$266.4k,36.2493923,-86.7808922,,,,,,20,8,2,11,7
143,2935   WINTERBERRY  DR,NASHVILLE,$273.2k,36.2493923,-86.7808922,,,,,,20,8,2,11,7
144,2935   WINTERBERRY  DR,NASHVILLE,$283.7k,36.2493923,-86.7808922,,,,,,20,8,2,11,7
145,1959  WATERFORD  DR,OLD HICKORY,$315.0k,36.2493227,-86.6561355,,,,,,15,3,2,1,10
146,2215   ELLIOTT  DR,OLD HICKORY,$401.0k,36.2485382,-86.6402715,,,,,,11,4,1,1,4
147,1964  WATERFORD  DR,OLD HICKORY,$335.0k,36.2485186,-86.6560512,,,,,,15,3,2,1,10
148,2269  RIVERWAY  DR,OLD HICKORY,$337.2k,36.2471282,-86.6562873,,,,,,15,3,2,1,15
149,1219  BARRY  DR,MADISON,$340.0k,36.2469117,-86.7159829,,,,,,20,13,4,12,20
150,2164  FREEMAN  LN,MADISON,$387.0k,36.2462504,-86.6665781,,,,,,20,8,2,1,20
151,1312  CHEYENNE  BLVD,MADISON,$399.9k,36.2459872,-86.6700603,,,,,,20,8,2,1,20
152,516  FREDA VILLA,MADISON,$109.0k,36.2450467,-86.7297529,,,,,,20,14,4,13,20
153,3116  LAUREN EVELYN  WAY,NASHVILLE,$282.0k,36.2446165,-86.7686015,,,,,,20,11,3,12,11
154,721  PRESERVATION  WAY,NASHVILLE,$425.0k,36.2443381,-86.8184057,,,,,,14,3,3,1,1
155,3319   OLD HICKORY  BLVD,OLD HICKORY,$299.0k,36.2441878,-86.6358962,,,,,,15,4,1,2,6
156,3319   OLD HICKORY  BLVD,OLD HICKORY,$275.4k,36.2441878,-86.6358962,,,,,,15,4,1,2,6
157,3319   OLD HICKORY  BLVD,OLD HICKORY,$280.0k,36.2441878,-86.6358962,,,,,,15,4,1,2,6
158,3215 B LAKESHORE  DR,OLD HICKORY,$900.0k,36.2437666,-86.6254611,,,,,,18,5,3,2,8
159,3054  LAKESHORE  DR,OLD HICKORY,$725.0k,36.2434862,-86.6293379,,,,,,18,5,2,3,9
160,744   PRESERVATION  WAY,NASHVILLE,$441.7k,36.2434459,-86.8186986,,,,,,14,2,3,1,1
161,1560  JOE PYRON  DR,MADISON,$256.0k,36.2432781,-86.665496,,,,,,20,7,2,1,20
162,3309  EAGLEWOOD  LN,NASHVILLE,$190.0k,36.2423176,-86.7681303,,,,,,20,11,3,12,13
163,1301  NEELYS BEND  RD,MADISON,$162.5k,36.2419397,-86.6719984,,,,,,20,8,2,1,20
164,904  AVERY GREEN  CT,OLD HICKORY,$357.0k,36.2416165,-86.63629,,,,,,17,4,1,3,7
165,1584  EMERALD BAY  BLVD,WHITES CREEK,$255.0k,36.241306,-86.7983175,,,,,,20,8,3,9,8
166,3450 B KNIGHT  DR,WHITES CREEK,$235.0k,36.2412863,-86.8059202,,,,,,20,6,3,6,8
167,3452  KNIGHT  DR,WHITES CREEK,$235.0k,36.2411148,-86.8038504,,,,,,20,6,3,8,8
168,3461  TISDALL  DR,WHITES CREEK,$155.0k,36.2408746,-86.8084106,,,,,,20,5,3,2,7
169,3302  DOVERSIDE  DR,NASHVILLE,$375.0k,36.2400761,-86.7721551,,,,,,20,10,3,12,15
170,301  LOUVIERS  LN,OLD HICKORY,$749.9k,36.239973,-86.6188545,,,,,,19,5,4,3,7
171,3229  LAKESHORE  DR,OLD HICKORY,$210.0k,36.2398993,-86.6240629,,,,,,19,5,4,3,8
172,3269  VAILVIEW  DR,NASHVILLE,$260.0k,36.2397533,-86.768396,,,,,,20,12,3,13,18
173,1400  ROCK CREEK  CT,WHITES CREEK,$248.8k,36.2392508,-86.7985474,,,,,,20,7,3,9,8
174,420  WALTON  LN,MADISON,$148.5k,36.2391885,-86.7290616,,,,,,20,16,4,13,20
175,302  ROLLING MILL  RD,OLD HICKORY,$580.0k,36.2388292,-86.6184508,,,,,,20,7,4,3,8
176,1004  WILLIAMS  WAY,OLD HICKORY,$610.0k,36.23866,-86.6042103,,,,,,18,5,4,3,6
177,3225   CYNTHIA  LN,NASHVILLE,$380.0k,36.2385469,-86.7758044,,,,,,20,10,3,12,13
178,301  BRANDYWINE  DR,OLD HICKORY,$624.9k,36.2379453,-86.6216411,,,,,,20,7,4,3,8
179,689  KINGS WAY  DR,OLD HICKORY,$385.0k,36.2375288,-86.6422546,,,,,,17,4,1,3,7
180,709  COMANCHE  CT,MADISON,$390.0k,36.2367289,-86.6553034,,,,,,14,2,1,1,20
181,107  LYNN LEE  DR,OLD HICKORY,$399.9k,36.236358,-86.6376111,,,,,,20,6,1,4,9
182,2803  CREEKBEND  DR,NASHVILLE,$295.0k,36.2358322,-86.7939025,,,,,,20,8,3,12,10
183,704  MARSWEN  DR,NASHVILLE,$365.0k,36.2348159,-86.7396713,,,,,,20,17,3,12,20
184,115  LAURA  AVE,OLD HICKORY,$375.0k,36.2345874,-86.6304729,,,,,,20,7,2,4,9
185,4052  LONGFELLOW  DR,NASHVILLE,$296.8k,36.2343751,-86.6941342,,,,,,20,8,3,3,20
186,118  CLIFTON  CT,OLD HICKORY,$335.0k,36.2343274,-86.6332995,,,,,,20,7,2,5,10
187,436  EWING  LN,NASHVILLE,$250.0k,36.2338939,-86.787132,,,,,,20,9,3,15,10
188,5034  INGLEWOOD  CT,NASHVILLE,$366.0k,36.2334444,-86.7235024,,,,,,20,16,4,13,20
189,3124  MOOREWOOD  DR,NASHVILLE,$259.0k,36.2334403,-86.7781032,,,,,,20,11,3,16,18
190,1527  OCOEE  TRL,MADISON,$161.9k,36.2332753,-86.6544375,,,,,,14,3,1,2,20
191,1527  OCOEE  TRL,MADISON,$173.5k,36.2332753,-86.6544375,,,,,,14,3,1,2,20
192,4413  GRA MAR  DR,NASHVILLE,$587.0k,36.2323583,-86.7349832,,,,,,20,17,4,13,20
193,4813  LINDELL  ST,NASHVILLE,$419.9k,36.2322063,-86.7277862,,,,,,20,17,4,14,20
194,4585  WOODSIDE  CIR,OLD HICKORY,$300.0k,36.2321309,-86.5911874,,,,,,19,6,4,3,7
195,4710  TANGLEWOOD  DR,NASHVILLE,$540.9k,36.2303905,-86.7155625,,,,,,20,14,4,12,20
196,3013  HILLHURST  DR,NASHVILLE,$305.0k,36.2285397,-86.7706434,,,,,,20,14,4,17,20
197,3008  HILLHURST  DR,NASHVILLE,$260.0k,36.2282094,-86.7693869,,,,,,20,14,4,17,20
198,3008  HILLHURST  DR,NASHVILLE,$207.0k,36.2282094,-86.7693869,,,,,,20,14,4,17,20
199,604  MAPLEWOOD  LN,NASHVILLE,$551.0k,36.2278493,-86.7403998,,,,,,20,19,4,13,20
200,3069  BUENAVIEW  BLVD,NASHVILLE,$237.0k,36.2273747,-86.8302116,,,,,,17,4,3,2,2
201,2929  STANWYCK  DR,NASHVILLE,$375.0k,36.2260397,-86.7697992,,,,,,20,14,4,17,20
202,2923  HILLHURST  DR,NASHVILLE,$122.9k,36.2256445,-86.7637715,,,,,,20,17,4,16,20
203,4117  EDWARDS  AVE,NASHVILLE,$355.0k,36.2255079,-86.7368243,,,,,,20,19,4,12,20
204,412  N CAMERON  CT,HERMITAGE,$348.0k,36.2253194,-86.6003294,,,,,,20,7,2,5,12
205,4120   UNION  ST,OLD HICKORY,$125.0k,36.2250709,-86.6265816,,,,,,20,7,2,4,12
206,4122   UNION  ST,OLD HICKORY,$125.0k,36.225039,-86.626585,,,,,,20,7,2,4,12
207,214  LEXINGTON  WAY,HERMITAGE,$475.5k,36.2250216,-86.595798,,,,,,20,7,2,5,12
208,1133  EASTDALE  AVE,NASHVILLE,$669.0k,36.2247535,-86.7223429,,,,,,20,14,4,13,20
209,3933   LUNN  DR,NASHVILLE,$337.8k,36.2246015,-86.8491441,,,,,,11,2,3,2,2
210,3116  REMINGTON PARK  CT,HERMITAGE,$355.0k,36.2244721,-86.59434,,,,,,20,7,2,5,11
211,902  MCMAHAN  AVE,NASHVILLE,$380.0k,36.2243794,-86.7326984,,,,,,20,16,4,12,20
212,3930   LUNN  DR,NASHVILLE,$323.2k,36.2243285,-86.8486688,,,,,,11,2,3,2,2
213,3934   LUNN  DR,NASHVILLE,$279.1k,36.2243165,-86.8486133,,,,,,11,2,3,2,2
214,930  OLD FOUNTAIN  PL,HERMITAGE,$210.0k,36.22425,-86.595223,,,,,,20,7,2,5,12
215,715  VIRGINIA  AVE,NASHVILLE,$360.0k,36.2238875,-86.7380805,,,,,,20,18,5,12,20
216,1306   KENWOOD  DR,NASHVILLE,$524.5k,36.2238617,-86.7182961,,,,,,20,13,4,13,20
217,2628  JORDAN RIDGE  DR,NASHVILLE,$277.0k,36.2236418,-86.8719599,,,,,,6,2,1,0,0
218,768  GARRISON  DR,NASHVILLE,$270.0k,36.2233187,-86.8161913,,,,,,20,5,4,5,15
219,903 A  VIRGINIA  AVE,NASHVILLE,$577.0k,36.2231262,-86.7323017,,,,,,20,16,4,12,20
220,2044  HARVEST  LN,NASHVILLE,$400.0k,36.2225901,-86.8689819,,,,,,8,2,2,1,2
221,761   COTTAGE PARK  DR,NASHVILLE,$370.0k,36.22227,-86.7662337,,,,,,20,16,4,17,20
222,4226  WOODS  ST,OLD HICKORY,$240.0k,36.2219527,-86.6235709,,,,,,20,6,2,5,13
223,2417  PLEASANT SPRINGS  LN,HERMITAGE,$350.0k,36.2218983,-86.5929125,,,,,,20,7,2,5,12
224,503 A BEN ALLEN  RD,NASHVILLE,$405.5k,36.2218648,-86.7456176,,,,,,20,17,4,14,20
225,204  HODGE  CIR,NASHVILLE,$375.0k,36.2217224,-86.8471504,,,,,,11,2,3,4,2
226,410  HUNTERS  PL,HERMITAGE,$222.0k,36.221671,-86.597189,,,,,,20,7,2,5,12
227,308  BRANDIWOOD  CT,OLD HICKORY,$322.0k,36.2215074,-86.6273121,,,,,,20,7,2,6,12
228,2436  PLEASANT SPRINGS  LN,HERMITAGE,$320.0k,36.2212761,-86.5921332,,,,,,20,7,2,5,12
229,814  BEXHILL  CT N,HERMITAGE,$316.0k,36.2210382,-86.6001718,,,,,,20,7,2,7,13
230,624  CATO RIDGE  LN,NASHVILLE,$325.0k,36.2205103,-86.876936,,,,,,5,1,1,1,0
231,926  CURDWOOD  BLVD,NASHVILLE,$580.0k,36.2204926,-86.7314802,,,,,,20,16,4,12,20
232,3851  SAUNDERS  AVE,NASHVILLE,$389.0k,36.2203953,-86.7356848,,,,,,20,17,5,12,20
233,1890  BROOKMEADOW  LN,HERMITAGE,$350.0k,36.2203324,-86.5931972,,,,,,20,7,2,6,12
234,600  HARDIN SHIRE  DR,OLD HICKORY,$303.8k,36.2199896,-86.6277924,,,,,,20,7,2,6,13
235,4606  CONWAY  CT,OLD HICKORY,$305.0k,36.219981,-86.6257369,,,,,,20,6,2,7,13
236,1208  WEMBLEY  DR,HERMITAGE,$333.0k,36.2199618,-86.6010386,,,,,,20,7,2,11,13
237,1044  RAMBLING BROOK  RD,NASHVILLE,$361.0k,36.2197262,-86.8671597,,,,,,8,2,2,1,2
238,1849  BROOKMEADOW  LN,HERMITAGE,$342.5k,36.2197239,-86.5926455,,,,,,20,7,2,7,12
239,4726  CASCADE  DR,OLD HICKORY,$217.0k,36.219492,-86.589831,,,,,,20,6,2,6,12
240,4307  WOODS  ST,OLD HICKORY,$125.0k,36.2192641,-86.6232066,,,,,,20,6,2,9,13
